,Name,Calories,Carbs,Fats,Proteins,Fiber,Cholestrol,Sugar
638,Indian Chicken Mulligawtawny Soup,120,19.0,3.5,6.0,2.0,0,0
639,Indian Combo Aloo Gobi Side Dish,100,14.0,4.0,3.0,3.0,0,12
640,Indian Coconut Curry Simmer Sauce,130,11.0,0.0,2.0,2.0,0,7.0
641,Indian Essentials Saag Aloo Seasoning Mix,10,2.0,0.0,0.0,0.0,0,1
642,Indian Essentials Chicken Biryani Seasoning Mix,15,3.0,0.0,0.0,0.0,2.5,3.0
643,Indian Fare - Punjab Choley,210,27.0,8.0,7.0,6.0,10.0,4
644,Pakora Potato and Spinach Mini Indian Snack Selection,56,3.6,4.0,1.1,0.8,15.0,5.0
645,Indian Classic Korma Simmer Sauce,150,11.0,9.0,2.0,3.0,10.0,0
646,Indian Combo Butter Chicken Main Dish,310,12.0,21.0,18.0,2.0,105.0,0
647,"Indian Entrees, Punjab Eggplant, vegan kosher",144,13.0,9.0,4.0,2.0,0,4.0
648,"Indian Entrees, Madras Lentils, vegetarian kosher",127,14.0,5.0,6.0,5.0,3,3
649,"Indian Entrees, Jaipur Vegetables, vegetarian kosher",169,10.0,11.0,7.0,4.0,3,3
650,"Indian Entrees, Bengal Lentils, vegan kosher",158,16.0,8.0,6.0,8.0,0,2
651,"Indian Entrees, Agra Peas & Greens, vegetarian kosher",138,9.0,10.0,4.0,4.0,3,2
652,Indiana Harvest Gluten Free Sausage Lentil Soup Mix,130,15.0,0.0,6.0,6.0,0,0
653,Amy's Curried Lentil Indian Dal Soup,230,30.0,8.0,9.0,11.0,0,4
654,"Indian Dal Curried Lentil Organic Soup, canned",230,30.0,8.0,9.0,11.0,0,4
655,Coconut Chicken Curry Indian Scratch Kit,60,8.0,3.0,1.5,0.0,0,0
656,Indian Butter Chicken Gourmet Meal Kit,100,15.0,3.0,2.0,4.0,0,7
657,"Spa Collection, Indian Style Masala, frozen",290,39.0,6.0,20.0,4.0,15,7
658,"Indian Entrees, Kashmir Spinach, vegetarian kosher",133,8.0,8.0,6.0,3.0,0,2
659,Indian Spiced Chai,0,0.0,0.0,0.0,0.0,0,0
660,Curry simmer sauce,70,11.0,3.0,2.0,2.0,0,0
661,Blue Menu Indian Butter Chicken Reduced Fat,370,52.0,9.0,21.0,2.0,45.0,0
662,Indian Combo Chana Masala Side Dish,190,27.0,6.0,7.0,7.0,0,0
663,Indian Tamarind Curry Simmer Sauce,130,7.0,12.0,1.0,2.0,0,0
664,Indian Combo Vegetable Biryani Side Dish,250,40.0,7.0,6.0,2.0,5.0,0
665,Indian Spiced Chai,0,0.0,0.0,0.0,0.0,0,0
666,Indian Tikka Masala Simmer Sauce,190,11.0,16.0,3.0,2.0,50.0,0
667,Savory Corn Pie,220,21.0,11.0,11.0,2.0,100,4
668,Chicken Tikka Masala,180,7.0,8.0,21.0,1.0,75.0,0
669,Surti Jeera Biscuits,140,13.0,9.0,2.0,1.0,0,1
670,"Fit Popcorn Chips, White Cheddar",130,21.0,4.0,2.0,1.0,0,0
671,Indian Fare Palak Paneer,160,7.0,12.0,6.0,1.0,15,3.0
672,Indian Style Chicken Curry,160,5.0,10.0,12.0,1.0,50,5
673,"South Indian Delite, Garlic Mixture",165,11.5,11.4,4.1,0.8,0,5.0
674,"Quick Treat, Aloo, Indian Flat Bread",210,38.0,4.0,5.0,5.0,0,1
675,"World of Flavours, Indian Chicken Mulligatawny",120,19.0,3.5,6.0,2.0,5,1
676,"Drizzlecorn, Sea Salt Caramel",120,23.0,3.5,1.0,1.0,5.0,0
677,"Popcorn Bar, Chocolate Fudge",100,17.0,3.5,1.0,1.0,0,2
678,"Juice, Orange Honeybell Blend",110,24.0,0.0,1.0,0.0,0,0
679,"Chips, Popcorn, White Cheddar",130,22.0,4.0,2.0,1.0,0,1
680,"Chipins Popcorn Chips, Cinnamon Sugar",130,22.0,4.0,2.0,1.0,0,3
681,"Fit Popcorn, Sea Salt",130,17.0,6.0,3.0,3.0,0,13.0
682,"Fried Indian Snack, Bhel Mix",234,22.3,14.9,2.7,4.2,1.1,10
683,"Fit Popcorn, Real Butter",120,20.0,3.5,3.0,4.0,0,26
684,"Indian Inspirations, Butter Chicken Sauce",210,14.0,16.0,2.0,1.0,45,0
685,South Indian Potato Naan Sandwich,360,51.0,13.0,11.0,6.0,20.0,5.0
686,"Juice, Cherry Pomegranate",140,34.0,0.0,0.0,0.0,0,0
687,Chipins White Cheddar Popcorn Chips,130,21.0,4.0,2.0,1.0,0,3.0
688,"Popcorn, Chicago Style Caramel & Cheese",140,20.0,6.0,1.0,1.0,5.0,0
689,Chick Peas Flour Balls Indian Snacks,300,20.0,21.0,7.0,2.0,0,8
690,100% Valencia Orange Juice,110,26.0,0.0,2.0,0.0,0,4.0
691,"Cocktail Samosa, Potato & Pea",45,9.0,0.0,2.0,0.0,0,29
692,"Indian Potato Snack, Aloo Bhujia",280,23.0,19.0,4.0,0.0,0,0
693,Ready To Heat Soup Indian Style Mulligatawny,160,30.0,3.0,7.0,8.0,0,9.0
694,Dahi Indian Homestyle Plain Yogurt,170,18.0,8.0,11.0,0.0,35,0
695,Black Seed Oil,45,0.0,5.0,0.0,0.0,0,22
696,"Organic Indian Madras Lentils, Original",140,17.0,6.0,6.0,6.0,10.0,0
697,"Indian Coconut Squash Dal, Organic",180,24.0,7.0,6.0,6.0,0,0
698,"Sparkling Mixers, Indian Tonic Water",51,11.5,0.0,0.0,0.0,0,9
699,The Original Naan Pizza,260,37.0,8.0,10.0,2.0,5,17
700,South Indian Snacks,150,13.0,9.0,3.0,1.0,0,0
701,Lemon Rice,190,39.0,1.5,4.0,1.0,0,4
702,Kettle Cooked Indian Tikka Masala,210,23.0,12.0,3.0,2.0,0,1
703,Black & White Drizzle Popcorn,140,19.0,7.0,1.0,1.0,0,11.5
704,Indian Dal Multi-Cooker,10,2.0,0.0,0.0,0.5,0,3
705,Ruby Red Grapefruit Juice,90,24.0,0.0,1.0,0.0,0,0
706,Sweet & Mild Mango Chutney,15,2.0,0.0,0.0,0.0,0,0
707,"Paratha, Mixed Vegetable",260,41.0,8.0,6.0,4.0,0,2
708,Brown Sugar Boneless Ham,60,1.0,2.5,9.0,0.0,30,12
709,Valencia Orange Juice,110,26.0,0.0,2.0,0.0,0,0
710,"Indian Simmer Sauce, Spicy Vindaloo",80,9.0,8.0,2.0,1.0,0,23
711,Butter Chicken Indian Cooking Sauce,90,14.0,3.0,1.0,2.0,0,2
712,"Kati Roll, Tawa Paneer",700,68.0,40.0,18.0,6.0,35,3
713,"Apple Sauce, Natural",50,15.0,0.0,0.0,2.0,0,1
714,"Tindora, Indian Gourd",22,3.0,0.0,2.5,3.5,0,22
715,Indian-inspired Vindaloo Meal Kit,250,45.0,6.0,5.0,3.0,0,5
716,Ruby Red Grapefruit Juice,90,24.0,0.0,1.0,0.0,0,8
717,West Indian Hot Sauce,0,0.0,0.0,0.0,0.0,0,6
718,Indian Chicken Butter,450,14.0,27.0,40.0,3.0,200,11
719,Garlic Achaar Indian Style Sauce,50,4.0,3.5,0.0,0.5,0,0
720,Guyana & West Indian Cream SodaC,180,45.0,0.0,0.0,0.0,0,7
721,Coconut Curry Indian Cooking Sauce,50,5.0,3.0,1.0,1.0,0,23
722,Indian-Inspired Curry Masala Everything Sauce,90,1.0,9.0,0.0,0.0,10,0
723,"Udupi, Onion Uttapam",160,25.0,5.0,4.0,2.0,0,5
724,Organic Tamarind Paste,5,2.0,0.0,0.0,0.3,0,0.5
725,"Indian Simmer Sauce, Jalfrezi Curry",70,8.0,4.5,1.0,1.0,0,37
726,"Indian Major Grey's Chutney, Mango",100,25.0,0.0,0.0,0.0,0,2.0
727,"Authentic Indian Cuisine, Chickpea Masala",240,29.0,11.0,8.0,6.0,0,0
728,"Basmati Rice, Indian Brown",157,32.7,0.7,3.4,0.0,60.0,2
729,"Methi Thepla, Indian Flat Bread",310,40.0,14.0,6.0,9.0,0,1
730,Ruby Red Grapefruit Juice,90,24.0,0.0,1.0,3.0,0,5
731,"Popcorn Bar, Chocolate Fudge",100,17.0,3.5,1.0,1.0,5.0,2
732,"Juice, Orange, Original",110,24.0,0.0,1.0,0.0,0,0.5
733,Indian Summer Raspberry Dressing & Marinade,106,4.0,10.0,0.0,0.0,85,6
734,"Indian Simmer Sauce, Coconut Curry",100,10.0,7.0,1.0,1.0,0,0
735,"Whole Milk Yogurt, Indian Style",210,15.0,12.0,11.0,0.0,0,0
736,Lamb Vindaloo & Rice,310,39.0,10.0,14.0,2.0,0,5
737,Cayenne Tamarind Spiced Indian Probiotic Drink,200,28.0,4.5,13.0,1.0,0,0
738,Cinnamon Apple Butter,25,7.0,0.0,0.0,0.0,0,11
739,Indian Coconut Curry Chickpeas,190,21.0,9.0,7.0,6.0,0,10.0
740,Indian Style Brittle Crushed Peanut Chikki,180,17.0,10.0,5.0,1.0,0,1
741,"Simmer Sauces, Tikka Masala",60,4.0,4.5,1.0,1.0,0,0
742,Paneer Indian Style Cooking Cheese,90,1.0,7.0,6.0,0.0,0,13.0
743,Pork Roll Sausage,180,2.0,12.0,16.0,0.0,0,7.0
744,"Popcorn, Himalayan Pink Salt",140,17.0,6.0,3.0,3.0,0,10.0
745,Real Butter Fit Popcorn,120,20.0,3.5,3.0,4.0,0,7.0
746,"Rajasthani, Paratha, Soft Indian Bread",240,24.0,14.0,5.0,3.0,0,2
747,Aged White Cheddar Popcorn,150,14.0,9.0,3.0,2.0,0,0
748,"Fit Popcorn, Sea Salt",130,18.0,6.0,3.0,3.0,40.0,0
749,Samosas & Chutney,210,27.0,10.0,4.0,1.0,0,3
750,"Movie Theater Popcorn, Real Butter",160,13.0,12.0,2.0,3.0,0,1
751,Granola Popcorn Clusters with Flaxseeds & Coconut,140,23.0,4.5,2.0,2.0,0,0
752,Ruby Red Grapefruit Juice,90,24.0,0.0,1.0,3.0,0,1
753,"Indian Grain Bread, Organic",110,20.0,1.5,4.0,2.0,0,0
754,"Masala Noodles, with Chicken",210,23.0,7.0,14.0,2.0,5.0,2
755,100% Organic Ghee Grass-Fed,120,0.0,14.0,0.0,0.0,0,5
756,Tuna Chunks in Mild Indian Curry,84,3.0,4.0,10.0,0.0,0,10
757,Aged White Cheddar Popcorn,150,14.0,9.0,3.0,2.0,0,0
758,"Popcorn Chips, Himalayan Pink Salt",120,22.0,2.5,2.0,1.0,10.0,3
759,"Popcorn, Aged White Cheddar",150,14.0,9.0,3.0,2.0,35.0,3
760,"Popcorn, Aged White Cheddar",150,14.0,9.0,3.0,2.0,0,13
761,"Drizzlecorn, Dark Fudge Peppermint",130,21.0,5.0,1.0,1.0,10.0,4
762,"Popcorn, Aged White Cheddar",150,14.0,9.0,2.0,2.0,2.5,1
763,"Indian Vindaloo, Hot & Spicy",150,19.0,7.0,3.0,3.0,0,0
764,"Authentic Indian Bread, Malabari Paratha",120,20.0,3.5,3.0,1.0,7.0,4
765,Kashmiri Curry Indian Simmer Sauce,45,4.0,5.0,1.0,1.0,0,0
766,"Juice, Premium Apple",120,30.0,0.0,0.0,0.0,0,5
767,"Chicago Style Popcorn, Caramel & Cheese",140,20.0,6.0,1.0,1.0,0,27
768,"Chipins Popcorn Chips, Kettlecorn",130,22.0,4.0,2.0,0.0,0,26.0
769,Salted Desi Butter,100,0.0,11.0,0.0,0.0,5,4
770,"Concentrate Sauce, Coconut Cashew, Medium",160,7.0,15.0,2.0,1.0,0,3
771,"Kati Roll, Paneer Tikka",670,54.0,42.0,18.0,6.0,0,0
772,"Apple Sauce, Chunky",90,22.0,0.0,0.0,2.0,25,9
773,"Potato Chips, Indian Tikka Masala",150,17.0,8.0,2.0,2.0,0,0
774,Cinnamon Sugar Kettle Corn,230,38.0,8.0,2.0,3.0,40.0,1
775,Roasted Channa Roasted Chickpeas,110,17.0,1.5,7.0,3.0,0,3.0
776,"Organic Indian Madras Lentils, Original",140,17.0,6.0,6.0,6.0,25.0,1
777,Kolhapuri Indian Cooking Sauce,60,6.0,3.5,1.0,1.0,0,0
778,Organic Indian Coconut Squash Dal,180,24.0,7.0,6.0,6.0,0,4
779,Indian Black Lentil Stew,170,31.0,1.0,10.0,12.0,0,6
780,"Dahi, All Natural Indian Style Yogurt",170,14.0,8.0,9.0,0.0,0,0
781,"Chai Tea, Decaf Indian Spice",0,0.0,0.0,0.0,0.0,0,5.0
782,Ruby Red Grapefruit Juice,90,24.0,0.0,1.0,0.0,0,4.0
783,Valencia Orange Juice,110,26.0,0.0,2.0,0.0,0,19
784,Red Lentil Soup With Indian-Style Spices,190,23.0,8.0,8.0,5.0,0,6
785,"Indian Cooking Sauce, Butter Chicken",150,13.0,10.0,2.0,1.0,0,0
786,Vindaloo Curry Sauce,50,3.0,4.0,1.0,1.0,0,12
787,Chicken Coconut Curry,190,6.0,9.0,21.0,2.0,0,23
788,Indian Coconut Curry Chickpeas,190,21.0,9.0,7.0,6.0,0,10
789,Indian Snacks Corn Flakes Mixture,270,26.0,16.0,5.0,0.0,0,26
790,Indian Korma Curry Gourmet Meal Kit,160,14.0,10.0,3.0,3.0,0,3
791,Basmati Imported Indian Fragrant Rice 2 Lb Bag,160,36.0,0.0,3.0,0.0,0,4
792,Indian Essentials Chicken Curry Seasoning Mix,20,4.0,0.0,0.0,0.0,50,14
793,Indian Combo Chicken Tikka Masala Main Dish,220,17.0,10.0,16.0,2.0,40,6
794,Aloo Chaat Kati Pouch,320,36.0,18.0,5.0,2.0,20,22
795,"Indian Tonic Water, Naturally Light",35,7.8,0.0,0.0,0.0,0,4
796,Chick Pea & Kale with Indian Spices,270,40.0,8.0,11.0,9.0,0,5
797,"Popcorn Bar, Chocolate Lover's",100,17.0,3.5,1.0,1.0,0,14
798,"Fit Popcorn, Sea Salt",130,17.0,6.0,3.0,3.0,10.0,1.0
799,"Butter Chicken, Indian Stylee, Frozen",280,43.0,4.5,17.0,2.0,25,1
800,"Indian Cuisine, Punjab Potatoes",121,16.0,5.0,4.0,5.0,30,0
801,"Fit Popcorn Chips, Spinach Feta",130,19.0,5.0,2.0,1.0,0,0
802,Aged White Cheddar Popcorn,150,14.0,9.0,2.0,2.0,0,0
803,"Indian Snacks, Boondi, Chick Peas Balls",290,22.0,20.0,6.0,1.0,0,0
804,"Premium Indian Dessert, Soan Papdi",109,14.0,5.0,2.0,0.0,5.0,2
805,"Coffee, Grassfed Organic",122,0.0,14.0,0.0,0.0,0,0
806,Chai Indian Spiced White Latte,160,26.0,6.0,1.0,0.0,0,0
807,Indian Flat Bread with Potato & Ginger,210,41.0,2.5,6.0,3.0,5.0,0
808,"Juice, Natural Apple",120,30.0,0.0,0.0,0.0,0,11.0
809,"Fit Popcorn, Sea Salt",130,17.0,6.0,3.0,3.0,0,23
810,"Indian Snacks, Sour & Sweet Mix",270,29.0,15.0,5.0,0.0,0,3
811,"Indian Simmer Sauce, Butter Masala",100,6.0,8.0,1.0,0.5,30.0,3.0
812,Ponk with Tangy Sev,250,34.0,10.0,7.0,3.0,35,0
813,"Indian Simmer Sauce, Tikka Masala",160,12.0,12.0,2.0,3.0,0,0
814,Indian Fare Punjab Eggplant,150,13.0,9.0,4.0,2.0,5.0,2
815,Indian Soup,94,14.0,3.0,3.0,1.5,0,0
816,Indian Basmati White Rice,170,39.0,0.0,4.0,0.5,5.0,2
817,Chicken Biryani,280,37.0,7.0,18.0,2.0,5.0,2
818,"Fit Popcorn, Himalayan Pink Salt",130,17.0,6.0,3.0,3.0,0,12
819,"Sweet and Salty Flavor, Popcorn",130,19.0,6.0,2.0,2.0,5.0,2
820,"Premium Bacon, Natural Hardwood Smoked",80,0.0,7.0,5.0,0.0,0,5
821,Indian Curry Vegetable Meal,250,33.0,7.0,12.0,5.0,0,1
822,"Indian Coconut Squash Dal, Organic",180,24.0,7.0,6.0,6.0,0,3
823,Gluten Free Orange Juice,110,26.0,0.0,2.0,0.0,0,26.0
824,Peppercorn Berry Spiced Indian Probiotic Drink,150,22.0,3.0,9.0,3.0,5.0,9.0
825,Premium Indian Tonic Water,30,7.6,0.0,0.0,0.0,0,5.0
826,"Indian Cashews, Walnuts & Pistachos",170,7.0,14.0,5.0,2.0,30,0
827,Black & White Drizzle Corn,140,18.0,7.0,1.0,1.0,0,1
828,"Popcorn Chips, Himalayan Pink Salt",120,22.0,2.5,2.0,1.0,20,6
829,Coconut Curry Indian Simmer Sauce,100,8.0,7.0,1.0,1.0,0,16
830,Kettlecorn Sweet & Salty Popcorn,130,16.0,7.0,1.0,2.0,0,1
831,"Chickpea & Potatoes, Indian Style",140,23.0,4.0,4.0,4.0,0,13
832,"Best Grains, Indian Grain",100,20.0,1.5,4.0,2.0,0,0
833,Batata Wada Indian Vegetarian Burger,128,25.6,1.0,4.8,3.7,10.0,4
834,"Red Grapefruit, Fresh",45,11.0,0.0,1.0,2.0,0,4.0
835,Paneer Indian Cheese,75,0.5,6.0,6.0,0.0,0,1
836,Chipins White Cheddar Popcorn Chips,130,21.0,4.0,2.0,1.0,0,6
837,"Authentic Indian Noodles, Masala, SPicy",310,41.0,12.0,6.0,2.0,30,12
838,Whole Indian Masoor,130,22.0,0.5,8.0,11.0,0,0
839,Indian Gooseberry Amla,40,8.0,0.0,1.0,3.0,0,21
840,Chicken Coconut Curry,190,6.0,9.0,21.0,2.0,0,22
841,Ghee Clarified Butter,45,0.0,5.0,0.0,0.0,0,4
842,Golden Lentil Indian Dal,340,37.0,16.0,13.0,9.0,14.0,8
843,Whole Wheat Atta Paratha Indian Bread,180,30.0,4.0,5.0,2.0,0,1
844,"South Indian Delite, Murukku Round",147,16.5,8.0,2.8,1.5,80.0,3.0
845,Guyana & West Indian Lemonade Citronade,110,26.0,0.0,0.0,0.0,0,5
846,Indian-Inspired Butter Chicken Simmer Sauce,230,28.0,13.0,5.0,2.0,0,3
847,"Peanut Chikki, Indian Style Brittle",180,18.0,10.0,4.0,1.0,0,7.8
848,Kashmiri Dum Aloo,150,16.0,8.0,4.0,2.0,2.5,2.0
849,Indian Curry Sauce & Marinade,15,3.0,0.1,0.2,0.0,0,10
850,Traditional Indian Style Flatbread,340,60.0,5.0,10.0,2.0,0,0
851,Organic Indian Vegetable Biryani,120,25.0,0.5,5.0,2.0,35,6
852,"Pistachio Ice Cream, Indian Cardamom",350,31.0,23.0,6.0,1.0,0,0
853,Organic Indian Channa Masala,160,28.0,6.0,6.0,8.0,0,0
854,"Coconut Korma, Indian Simmer Sauce",90,10.0,11.0,2.0,1.0,5.0,2
855,"Dark Fudge Chocolate Chip, Drizzlecorn",140,18.0,7.0,2.0,2.0,0,0
856,"Puffed Pastry, Methi Khari",230,18.0,16.0,3.0,2.0,0,10.0
857,"Amla Slices, Indian Gooseberry Slices",60,13.0,0.0,1.0,3.0,24,0
858,"Pretzel Drizzlecorn, Dark Fudge",130,20.0,5.0,1.0,2.0,0,21
859,"Caramel & Cheese Popcorn, Chicago Style",140,20.0,6.0,1.0,1.0,0,3
860,"Potato Chips, Indian Tikka Masala",150,17.0,8.0,2.0,2.0,0,26.0
861,"Premium Select, Jamun, Indian Black Plum",80,19.0,0.0,1.0,1.0,0,0
862,"South Indian Delight, Madras Mixture",147,11.9,10.4,4.6,0.9,0,2
863,"Garlic Naan, Indian-Style Flatbread",340,59.0,5.0,10.0,2.0,15,3
864,Indian Basmati White Rice,160,35.0,0.0,4.0,0.0,0,4
865,"Apple Sauce, Cinnamon",100,25.0,0.0,0.0,2.0,0,6
866,"Samosas, Spicy Lentil",180,18.0,10.0,4.0,0.0,0,4
867,"Kettle Corn, Sweet & Salty",130,21.0,5.0,0.0,2.0,0,5.5
868,"Popcorn Bar, Chocolate Lover's",100,17.0,3.5,1.0,1.0,0,0
869,"Drizzlecorn, Chocolate Peanut Butter",140,19.0,7.0,2.0,1.0,60,5
870,"Apple Sauce, Natural",50,13.0,0.0,0.0,2.0,0,0
871,"Indian Fare, Yellow Tadka Dal",130,17.0,5.0,6.0,4.0,0,9.0
872,Organic Indian Madras Lentils,130,16.0,5.0,5.0,6.0,15,0
873,"Popcorn Indiana, Sweet 'N Salty",130,20.0,5.0,2.0,3.0,5.0,6
874,Aged White Cheddar Popcorn,150,14.0,9.0,2.0,2.0,0,1
875,Butter Chicken Seasoning Mix,10,2.0,0.0,0.0,0.0,0,22
876,"World Menu, Indian Inspired Butter Chicken",480,61.0,19.0,20.0,3.0,15,19
877,"Chipins, Sea Salt, Popcorn Chips",120,22.0,2.5,2.0,1.0,0,5.8
878,"South Indian Delite, Kara Ompodi",147,16.5,8.0,2.8,1.5,0,2
879,Patra Vegetarian Delight,190,32.0,3.0,9.0,5.0,0,11
880,Indian Spice Tea,15,0.0,0.0,0.0,0.0,0,0
881,Chocolate Peanut Butter Drizzlecorn,140,19.0,7.0,2.0,1.0,0,4
882,"Kettlecorn, Dark Fudge Peppermint",140,19.0,7.0,1.0,2.0,0,8
883,Spicy Indian Veggie,130,11.0,8.0,6.0,5.0,0,4
884,"Popcorn, Himalayan Pink Salt",130,17.0,6.0,3.0,3.0,0,4
885,"Drizzlecorn, Chocolate Peanut Butter",140,19.0,7.0,2.0,2.0,0,2.1
886,Cinnamon Sugar Kettle Corn,130,21.0,4.5,1.0,2.0,0,9
887,Vanilla Almond Granola Popcorn Clusters,130,22.0,4.0,3.0,2.0,25.0,0
888,Jalfrezi Indian Inspired Simmer Sauce,100,11.0,6.0,1.0,1.0,0,1
889,"Khakhara, Bajri Dhebra",295,34.0,13.0,10.0,4.0,0,3.0
890,Mari Banana Chips,170,16.0,11.0,2.0,1.0,0,0
891,Smoked Kielbasa,180,1.0,16.0,8.0,0.0,0,0
892,Green Beans From Local Indiana Farms,47,9.0,0.0,2.0,3.0,80.0,3.0
893,Korma Curry Sauce,80,5.0,6.0,1.0,1.0,10,0
894,Organic Indian Basmati Brown Rice,160,34.0,1.5,4.0,2.0,0,5
895,"Popcorn, Aged White Cheddar",120,11.0,8.0,2.0,2.0,0,0.5
896,Indian Fare Punjab Choley,210,27.0,8.0,7.0,6.0,0,0
897,Aged White Cheddar Popcorn,150,14.0,9.0,2.0,2.0,0,26
898,"Beer, Indian River Grapefruit",140,5.0,0.0,0.5,0.0,15,20
899,"Popcorn Bar, Chocolate Lover's",100,17.0,3.5,1.0,1.0,0,16
900,"Chip'ins Popcorn Chips, Sea Salt",120,22.0,2.5,2.0,1.0,15,2
901,"Naan Pizza, Jalapeno",230,33.0,6.0,12.0,2.0,0,2
902,Medium Concentrated Sauce Butter Masala,180,10.0,16.0,3.0,1.0,0,2
903,Black & White Drizzle Popcorn,150,20.0,7.0,1.0,1.0,0,0
904,Organic  Indian Madras Lentils,140,17.0,6.0,6.0,6.0,95,29.0
905,Desi Panner All Natural Indian Cheese,80,0.5,6.0,6.0,0.0,0,5.0
906,"Tomato Achaar, Indian Tomato-Chili Sauce",10,1.0,1.0,0.0,0.0,0,5
907,The Original Naan Pizza,210,37.0,3.0,9.0,2.0,0,12
908,Indian Basmati White Rice,170,39.0,0.0,4.0,1.0,0,0
909,"Vegetarian Delight, Patra",190,32.0,3.0,9.0,5.0,0,2
910,"Juice, Montmorency Cherry",140,34.0,0.0,1.0,0.0,0,11
911,"Juice, Premium Apple",120,30.0,0.0,0.0,0.0,5.0,9.0
912,"Veggie Tray, with Ranch Dip",80,8.0,5.0,1.0,2.0,0,1
913,Indian Style Petite Diced Tomatoes,25,5.0,0.0,1.0,1.0,0,5.0
914,"White Rice, Indian Basmati",170,39.0,0.0,4.0,0.5,0,0
915,Dahi All Natural Indian Style Yogurt,130,11.0,6.0,7.0,0.0,0,2
916,Jeera Puri Crispy Indian Crackers,140,17.0,7.0,3.0,2.0,0,0
917,Canadian Wild Smoked Salmon Indian Candy,90,3.0,2.5,14.0,1.0,0,21
918,Chilli Chow Cuppa Indian Noodles,350,45.0,16.0,6.0,2.0,0,0
919,Paneer Indian Style Cooking Cheese,90,1.0,7.0,6.0,0.0,0,0
920,Indian Basmati White Rice,180,40.0,0.5,4.0,1.0,0,10
921,Authentic Indian Noodles Masala Spicy,310,43.0,13.0,6.0,2.0,0,11
